url,template,thead,th,tbody,strong,noscript,hr,fb:like,br,ul,tr,title,td,table,sup,span,select,script,p,option,ol,nav,meta,link,li,label,input,img,i,html,header,head,h3,h2,h1,form,footer,div,button,body,b,a
http://www.metacritic.com/game/pc/steep/trailers,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020491803278688523,0.0030737704918032786,0.0010245901639344263,0.006147540983606557,0.0020491803278688526,0.0010245901639344263,0.15778688524590165,0.0030737704918032786,0.039959016393442626,0.0030737704918032786,0.16700819672131148,0.0020491803278688526,0.02151639344262295,0.01639344262295082,0.005122950819672131,0.06864754098360656,0.0010245901639344263,0.0020491803278688526,0.02459016393442623,0.011270491803278689,0.0010245901639344263,0.0020491803278688526,0.0010245901639344263,0.01639344262295082,0.005122950819672131,0.0010245901639344263,0.0010245901639344263,0.0010245901639344263,0.23565573770491804,0.0010245901639344263,0.0010245901639344263,0.0010245901639344263,0.17520491803278687
http://www.metacritic.com/game/pc/steep,1,0.0,0.0,0.0,0.0006476683937823834,0.0006476683937823834,0.0006476683937823834,0.0006476683937823834,0.022020725388601035,0.017487046632124352,0.014896373056994818,0.0006476683937823834,0.029792746113989636,0.0019430051813471502,0.0006476683937823834,0.16645077720207255,0.0019430051813471502,0.027849740932642485,0.0038860103626943004,0.1055699481865285,0.0038860103626943004,0.013601036269430052,0.009067357512953367,0.0038860103626943004,0.0705958549222798,0.0006476683937823834,0.0045336787564766836,0.011010362694300517,0.007124352331606218,0.0006476683937823834,0.0012953367875647669,0.0006476683937823834,0.003238341968911917,0.0045336787564766836,0.0006476683937823834,0.0006476683937823834,0.0006476683937823834,0.3128238341968912,0.0006476683937823834,0.0006476683937823834,0.0,0.15349740932642486
http://www.metacritic.com/game/pc/mr-shifty/trailers,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011379800853485065,0.0,0.001422475106685633,0.0,0.0,0.001422475106685633,0.14935988620199148,0.004267425320056899,0.05405405405405406,0.004267425320056899,0.23186344238975817,0.002844950213371266,0.029871977240398292,0.02275960170697013,0.007112375533428165,0.044096728307254626,0.001422475106685633,0.002844950213371266,0.015647226173541962,0.012802275960170697,0.001422475106685633,0.002844950213371266,0.001422475106685633,0.005689900426742532,0.005689900426742532,0.001422475106685633,0.001422475106685633,0.001422475106685633,0.1906116642958748,0.001422475106685633,0.001422475106685633,0.001422475106685633,0.18634423897581792
http://www.metacritic.com/game/pc/mr-shifty,1,0.0,0.0,0.0,0.0007892659826361484,0.0007892659826361484,0.0007892659826361484,0.0007892659826361484,0.0031570639305445935,0.01499605367008682,0.01578531965272297,0.0007892659826361484,0.03157063930544594,0.0007892659826361484,0.0007892659826361484,0.164956590370955,0.0023677979479084454,0.03314917127071823,0.003946329913180742,0.1286503551696922,0.004735595895816891,0.016574585635359115,0.011049723756906077,0.004735595895816891,0.06945540647198106,0.0007892659826361484,0.0055248618784530384,0.009471191791633781,0.007103393843725336,0.0007892659826361484,0.0015785319652722968,0.0007892659826361484,0.0007892659826361484,0.004735595895816891,0.0007892659826361484,0.0007892659826361484,0.0007892659826361484,0.292817679558011,0.0007892659826361484,0.0007892659826361484,0.0,0.16101026045777428
http://www.metacritic.com/game/playstation-4/god-of-war/trailers,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01973001038421599,0.004153686396677051,0.0010384215991692627,0.008307372793354102,0.0020768431983385254,0.0010384215991692627,0.1557632398753894,0.003115264797507788,0.040498442367601244,0.003115264797507788,0.16926272066458983,0.0020768431983385254,0.021806853582554516,0.016614745586708203,0.005192107995846314,0.06645898234683281,0.0010384215991692627,0.0020768431983385254,0.023883696780893044,0.012461059190031152,0.0010384215991692627,0.0020768431983385254,0.0010384215991692627,0.01557632398753894,0.005192107995846314,0.0010384215991692627,0.0010384215991692627,0.0010384215991692627,0.2336448598130841,0.0010384215991692627,0.0010384215991692627,0.0010384215991692627,0.1754932502596054
http://www.metacritic.com/game/playstation-4/god-of-war,1,0.0,0.0,0.0,0.0006289308176100629,0.0006289308176100629,0.0006289308176100629,0.0006289308176100629,0.0018867924528301887,0.016352201257861635,0.01509433962264151,0.0006289308176100629,0.03018867924528302,0.0018867924528301887,0.0006289308176100629,0.16352201257861634,0.0018867924528301887,0.027044025157232705,0.0037735849056603774,0.10251572327044026,0.00440251572327044,0.013207547169811321,0.00880503144654088,0.0037735849056603774,0.06981132075471698,0.0006289308176100629,0.00440251572327044,0.013836477987421384,0.007547169811320755,0.0006289308176100629,0.0012578616352201257,0.0006289308176100629,0.005660377358490566,0.005031446540880503,0.0006289308176100629,0.0006289308176100629,0.0006289308176100629,0.32955974842767294,0.0006289308176100629,0.0006289308176100629,0.0,0.15974842767295597
http://www.metacritic.com/game/playstation-4/days-gone/trailers,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017772511848341232,0.001184834123222749,0.001184834123222749,0.002369668246445498,0.001184834123222749,0.001184834123222749,0.1552132701421801,0.0035545023696682463,0.0462085308056872,0.0035545023696682463,0.19312796208530805,0.002369668246445498,0.024881516587677725,0.017772511848341232,0.005924170616113744,0.05924170616113744,0.001184834123222749,0.002369668246445498,0.022511848341232227,0.01066350710900474,0.001184834123222749,0.002369668246445498,0.001184834123222749,0.013033175355450236,0.004739336492890996,0.001184834123222749,0.001184834123222749,0.001184834123222749,0.22156398104265404,0.001184834123222749,0.001184834123222749,0.001184834123222749,0.17535545023696683
http://www.metacritic.com/game/playstation-4/days-gone,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011293634496919919,0.021560574948665298,0.001026694045174538,0.043121149897330596,0.002053388090349076,0.001026694045174538,0.16632443531827515,0.003080082135523614,0.044147843942505136,0.001026694045174538,0.1673511293634497,0.00513347022587269,0.021560574948665298,0.013347022587268994,0.006160164271047228,0.049281314168377825,0.001026694045174538,0.002053388090349076,0.01642710472279261,0.009240246406570842,0.001026694045174538,0.002053388090349076,0.001026694045174538,0.007186858316221766,0.007186858316221766,0.001026694045174538,0.001026694045174538,0.001026694045174538,0.2002053388090349,0.001026694045174538,0.001026694045174538,0.0,0.18993839835728954
http://www.metacritic.com/game/playstation-4/resident-evil-7/trailers,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02355072463768116,0.0036231884057971015,0.0009057971014492754,0.007246376811594203,0.0018115942028985507,0.0009057971014492754,0.161231884057971,0.002717391304347826,0.035326086956521736,0.002717391304347826,0.14764492753623187,0.0018115942028985507,0.019021739130434784,0.014492753623188406,0.004528985507246377,0.0769927536231884,0.0009057971014492754,0.0018115942028985507,0.02717391304347826,0.010869565217391304,0.0009057971014492754,0.0018115942028985507,0.0009057971014492754,0.019927536231884056,0.004528985507246377,0.0009057971014492754,0.0009057971014492754,0.0009057971014492754,0.24818840579710144,0.0009057971014492754,0.0009057971014492754,0.0009057971014492754,0.17300724637681159
http://www.metacritic.com/game/playstation-4/resident-evil-7,1,0.0,0.0,0.0,0.0006430868167202572,0.0006430868167202572,0.0006430868167202572,0.0006430868167202572,0.0077170418006430866,0.017363344051446947,0.015434083601286173,0.0006430868167202572,0.030868167202572346,0.0019292604501607716,0.0006430868167202572,0.16591639871382638,0.0019292604501607716,0.02765273311897106,0.0038585209003215433,0.10482315112540193,0.0045016077170418,0.013504823151125401,0.0090032154340836,0.0038585209003215433,0.07138263665594856,0.0006430868167202572,0.0045016077170418,0.01157556270096463,0.0077170418006430866,0.0006430868167202572,0.0012861736334405145,0.0006430868167202572,0.0038585209003215433,0.005144694533762058,0.0006430868167202572,0.0006430868167202572,0.0006430868167202572,0.32090032154340836,0.0006430868167202572,0.0006430868167202572,0.0,0.1562700964630225
